personLabel,universityLabel,organisationLabel
Martin Olsson,University of Gothenburg,Sahlgrenska University Hospital
Friederike Ziegler,University of Gothenburg,Swedish International Development Cooperation Agency
Nils Y. Lycke,University of Gothenburg,University of Gothenburg
Nina Tahmasebi,University of Gothenburg,University of Gothenburg
Caroline B Adiels,University of Gothenburg,University of Gothenburg
Gustaf Nelhans,University of Gothenburg,University of Gothenburg
Ola Olsson,University of Gothenburg,University of Gothenburg
Sanjiv Risal,University of Gothenburg,Karolinska Institute
Björn Axelsson,Uppsala University,Uppsala University
Gunnar Kohlin,University of Gothenburg,University of Gothenburg
Alexander Hallner,University of Gothenburg,University of Gothenburg
Erik Angner,Uppsala University,Stockholm University
Dimitrios Chantzichristos,University of Gothenburg,Sahlgrenska University Hospital
Zareen Abbas,University of Gothenburg,University of Gothenburg
Arne Fagerström,University of Gothenburg,Åbo Akademi University
Olof Johansson-Stenman,University of Gothenburg,University of Gothenburg
Karl Ferdinand Johansson,Uppsala University,Uppsala University
Maria Falkenberg,University of Gothenburg,University of Gothenburg
Magnus Andersson,University of Gothenburg,Uppsala University
Karin Grönvall,University of Gothenburg,National Library of Sweden
Xiangrui Kong,University of Gothenburg,University of Gothenburg
Emma Roos Af Hjelmsäter,University of Gothenburg,University of Gothenburg
Arne Fagerström,University of Gothenburg,Gävle University College
Karin Grönvall,University of Gothenburg,Swedish University of Agricultural Sciences
Johanna Wennerblom,University of Gothenburg,Sahlgrenska University Hospital
Rimma Nyman,University of Gothenburg,University of Gothenburg
Katarina Ejeskär,University of Gothenburg,University of Skövde
Björn Axelsson,Uppsala University,Stockholm School of Economics
Grażyna Odrowąż-Sypniewska,University of Gothenburg,Nicolaus Copernicus University in Toruń
Caroline Wasén,University of Gothenburg,University of Gothenburg
Magnus C Johansson,University of Gothenburg,Sahlgrenska University Hospital
Farzad Esni,University of Gothenburg,University of Gothenburg
Kristoffer Hellstrand,University of Gothenburg,University of Gothenburg
Anastasia Zhuravleva,University of Gothenburg,University of Leeds
Dick Kasperowski,University of Gothenburg,University of Gothenburg
Karin Grönvall,University of Gothenburg,Karolinska Institute
Erik Gustafsson,University of Gothenburg,Stockholm University
Pär Weihed,University of Gothenburg,Luleå University of Technology
Tomas N Gustafsson,Karolinska Institute,Umeå University
Adina L Feldman,Karolinska Institute,University of Cambridge
Ann Charlotte Laska,Karolinska Institute,Danderyd Hospital
Guobin Su,Karolinska Institute,Karolinska Institute
Hanna Betts Lindroos,Karolinska Institute,Swedish University of Agricultural Sciences
Fredrik Elinder,Karolinska Institute,Linköping University
Tove Bylund-Grenklo,Karolinska Institute,Karolinska Institute
Anna Ohlsson,Karolinska Institute,Karolinska University Hospital
Johanna Brännström,Karolinska Institute,Karolinska University Hospital
Johan Brask,Karolinska Institute,Linköping University
Amanda Cleeve,Karolinska Institute,Karolinska Institute
Satu Turunen-Taheri,Karolinska Institute,Karolinska University Hospital
Anna Ohlsson,Karolinska Institute,Uppsala University
Margareta Wilhelm,Karolinska Institute,Karolinska Institute
Christer Ericsson,Karolinska Institute,Karolinska Institute
Mats Talbäck,Karolinska Institute,Karolinska Institute
Pia Dosenovic,Karolinska Institute,Karolinska Institute
Marios Rossides,Karolinska Institute,Karolinska Institute
Henrik Reinius,Karolinska Institute,Uppsala University Hospital
Dali Zong,Karolinska Institute,National Cancer Institute
Karl Gauffin,Karolinska Institute,Stockholm University
Bo Freyschuss,Karolinska Institute,Swedish Agency for Health Technology Assessment and Assessment of Social Services
Andreas Mörner,Karolinska Institute,Public Health Agency of Sweden
Ylva Orrevall,Karolinska Institute,Karolinska University Hospital
Michael Andäng,Karolinska Institute,Uppsala University
Anna Nordenström,Karolinska Institute,Karolinska University Hospital
Jan Calissendorff,Karolinska Institute,Karolinska University Hospital
Pernilla Omérov,Karolinska Institute,Karolinska Institute
C Nilsson,Karolinska Institute,Karolinska University Hospital
Gabriella B Lundkvist,Karolinska Institute,Karolinska Institute
Maria Åström,Karolinska Institute,Örebro University
Yuning Zhang,Karolinska Institute,Royal Institute of Technology
Danielle Friberg,Karolinska Institute,Karolinska University Hospital
Lars Enochsson,Karolinska Institute,Karolinska University Hospital
Jacob Freedman,Karolinska Institute,Karolinska Institute
Lennart Bogg,Karolinska Institute,Karolinska Institute
Jacob Freedman,Karolinska Institute,Danderyd Hospital
Emma Larsson,Karolinska Institute,Karolinska University Hospital
Göran Laurell,Karolinska Institute,Uppsala University
Johanna Brännström,Karolinska Institute,Karolinska Institute
Jolanta Mazurek,Karolinska Institute,Karolinska Institute
Patric Lundberg,Karolinska Institute,Karolinska University Hospital
Patric Lundberg,Karolinska Institute,Sahlgrenska University Hospital
Johan Gäverth,Karolinska Institute,Karolinska University Hospital
Tracy Jill Doty,Karolinska Institute,United States Army Research Laboratory
Anna Kouznetsova,Karolinska Institute,Karolinska Institute
Ylva Orrevall,Karolinska Institute,Karolinska Institute
Carolina E Hagberg,Karolinska Institute,Karolinska Institute
Eva-Karin Gidlund,Karolinska Institute,Karolinska Institute
Anna Nordenström,Karolinska Institute,Karolinska Institute
Andreas Wladis,Karolinska Institute,Linköping University
Jan Calissendorff,Karolinska Institute,Karolinska Institute
Christopher Sundling,Karolinska Institute,Karolinska Institute
C Nilsson,Karolinska Institute,Karolinska Institute
Manzur Kader,Karolinska Institute,Karolinska Institute
Maria Westerståhl,Karolinska Institute,Karolinska Institute
Florencia Harari,Karolinska Institute,Sahlgrenska University Hospital
Koichi Ichimura,Karolinska Institute,University of Cambridge
Helene Rundqvist,Karolinska Institute,Karolinska Institute
Bo Freyschuss,Karolinska Institute,Karolinska University Hospital
Hanna Betts Lindroos,Karolinska Institute,Royal Institute of Technology
Hjalmar Wadström,Karolinska Institute,Karolinska Institute
Patric Lundberg,Karolinska Institute,Karolinska Institute
Patric Lundberg,Karolinska Institute,Centralsjukhuset Kristianstad
Johan Gäverth,Karolinska Institute,Karolinska Institute
Florencia Harari,Karolinska Institute,University of Gothenburg
Viktoria Johansson,Karolinska Institute,Karolinska Institute
Julius T Kamwesiga,Karolinska Institute,Karolinska Institute
Gudmund Borelius,Lund University,Royal Institute of Technology
Matthias Asp,Lund University,Uppsala University
Nils Peter Angelin,Lund University,Lund University
Yeisson Osorio,Uppsala University,Uppsala University
Antonia Liess,Uppsala University,Umeå University
Claes von Hofsten,Uppsala University,Massachusetts Institute of Technology
Stig Centerwall,Lund University,Chalmers University of Technology
Björn Dahlbäck,Lund University,Lund University
Peter Halvarsson,Uppsala University,Swedish University of Agricultural Sciences
Annika Söderholm,Uppsala University,Uppsala University
Igor Bazov,Uppsala University,Uppsala University
Lars Kjellén,Uppsala University,Karolinska Institute
Anders Andrén,Lund University,Lund University
Anders Andrén,Lund University,Stockholm University
Gunnar Aspelin,Lund University,Lund University
Matthias Asp,Lund University,Uppsala University Library
Antonia Liess,Uppsala University,Halmstad University College
Christer Betsholtz,Lund University,Uppsala University
Erik Ask-Upmark,Lund University,Uppsala University
Thomas Kempen,Uppsala University,Uppsala University Hospital
Claes von Hofsten,Uppsala University,University of Virginia
Margareta Halin Lejonklou,Uppsala University,Uppsala University
Louise Berglund,Uppsala University,Uppsala University
Igor Bazov,Uppsala University,Örebro University
John Andersson,Uppsala University,Karolinska University Hospital
Claes von Hofsten,Uppsala University,Umeå University
Christer Betsholtz,Lund University,University of Gothenburg
Hans Bendz,Lund University,Ramlösa hälsobrunn
Louise Berglund,Uppsala University,Örebro University
Dorcus Kiwanuka Henriksson,Uppsala University,Uppsala University
Fredrik August Cederschiöld,Lund University,Karolinska Institute
Bo Bergman,Lund University,Linköping University
Marco Beretta,Uppsala University,University of Bologna
Malin Elfstrand,Uppsala University,Swedish University of Agricultural Sciences
Bengt Borgström,Lund University,Lund University
Gunnar Carlquist,Lund University,Lund University Library
Margareta Halin Lejonklou,Uppsala University,Swedish Chemicals Agency
Philip J Harrison,Uppsala University,Swedish University of Agricultural Sciences
Christer Betsholtz,Lund University,Karolinska Institute
Anders Ekbom,Uppsala University,Karolinska Institute
Carl Georg Björling,Lund University,Lund University
Fredrik Johan Cederschiöld,Lund University,Lund University
Gunnar Carlquist,Lund University,Lund University
Niclas Jareborg,Uppsala University,Stockholm University
Michael Welsh,Uppsala University,Uppsala University
John Andersson,Uppsala University,Karolinska Institute
Dorcus Kiwanuka Henriksson,Uppsala University,Karolinska Institute
Bo Bergman,Lund University,Chalmers University of Technology
Selim Birger,Lund University,Saint George's Hospital
Alexander Eiler,Uppsala University,Uppsala University
Antonia Liess,Uppsala University,Uppsala University
Jan Arvid Böök,Lund University,Uppsala University
Lars Kjellén,Uppsala University,Lund University
Per Milberg,Uppsala University,Linköping University
Gunnar Borg,Lund University,Stockholm University
Claes von Hofsten,Uppsala University,Uppsala University
Hans Bendz,Lund University,Lund University
John Ask,Lund University,Lund University
Göran Andersson,Lund University,Royal Institute of Technology
Sabeen Survery,Lund University,Lund University
Magnus Fovaeus,Lund University,Sahlgrenska University Hospital
Mina Davoudi,Lund University,Lund University
Kerstin Wendland,Lund University,Lund University
Johannes Kiefer,Lund University,University of Aberdeen
Lukas Tomas,Lund University,Lund University
Salar Haghighatafshar,Lund University,Lund University
Natalie Isaksson,Lund University,Lund University
Andreas Redfors,Lund University,Kristianstad University College
Qian Guo,Lund University,University of Bergen
Noél Holmgren,Lund University,University of Skövde
Alfred Sjödin,Lund University,Halmstad University College
Bo Li,Lund University,Lund University
Qian Guo,Lund University,Lund University
Elin Folkesson,Lund University,Lund University
Erik Wahlén,Lund University,Lund University
Lovisa Nilsson,Lund University,Lund University
Siri Malmgren,Lund University,Heidelberg University
Siri Malmgren,Lund University,Lund University
Yiyi Xu,Lund University,University of Gothenburg
Noél Holmgren,Lund University,Swedish University of Agricultural Sciences
Elisabet Ahlberg,Lund University,University of Gothenburg
Farshid Jalalvand,Lund University,Lund University
Klara B Laksov,Lund University,Karolinska Institute
Natalia M. Martin,Lund University,Uppsala University
Hongxiao Jin,Lund University,Lund University
Evelina Stenbeck,Lund University,Lund University
Peter Henning,Lund University,Umeå University
Natalia M. Martin,Lund University,Lund University
Estelle Larsson,Lund University,Lund University
Katarina Plank,Lund University,Karlstad University
Emelie J. Nilsson,Lund University,Malmö University
Hampus Holmer,Lund University,Karolinska University Hospital
Faris Durmo,Lund University,Lund University
Panagiotis Tsapogas,Lund University,Linköping University
Marco Klein Heerenbrink,Lund University,University of Oxford
